Trinity_geneID	seurat_name	Gene_short_automated	PROST_result	Musser_et_al_2021	Ruperti_et_al_2024	name_type	Zang_et_al_2026	name_source
c107849-g1	c107849-g1	c107849-g1	NA	NA	NA	trinity_only	c107849-g1	trinity_only
c107850-g1	c107850-g1	c107850-g1	NA	NA	NA	trinity_only	c107850-g1	trinity_only
c107851-g1	c107851-g1	c107851-g1	NA	NA	NA	trinity_only	c107851-g1	trinity_only
c107852-g1	c107852-g1	c107852-g1	NA	NA	NA	trinity_only	c107852-g1	trinity_only
c107853-g1	c107853-g1	c107853-g1	NA	NA	NA	trinity_only	c107853-g1	trinity_only
c107854-g1	c107854-g1	c107854-g1	NA	NA	NA	trinity_only	c107854-g1	trinity_only
c107855-g1	c107855-g1	c107855-g1	NA	NA	NA	trinity_only	c107855-g1	trinity_only
c107856-g1	c107856-g1	c107856-g1	NA	NA	NA	trinity_only	c107856-g1	trinity_only
c107857-g1	c107857-g1	c107857-g1	NA	NA	NA	trinity_only	c107857-g1	trinity_only
c107858-g1	c107858-g1	c107858-g1	NA	NA	NA	trinity_only	c107858-g1	trinity_only
c107859-g1	c107859-g1	c107859-g1	NA	NA	NA	trinity_only	c107859-g1	trinity_only
c107860-g1	c107860-g1	c107860-g1	NA	NA	NA	trinity_only	c107860-g1	trinity_only
c107861-g1	c107861-g1	c107861-g1	NA	NA	NA	trinity_only	c107861-g1	trinity_only
c107862-g1	c107862-g1	c107862-g1	NA	NA	NA	trinity_only	c107862-g1	trinity_only
c107863-g1	c107863-g1	c107863-g1	NA	NA	NA	trinity_only	c107863-g1	trinity_only
c107864-g1	c107864-g1	c107864-g1	NA	NA	NA	trinity_only	c107864-g1	trinity_only
c107865-g1	c107865-g1	c107865-g1	NA	NA	NA	trinity_only	c107865-g1	trinity_only
c107866-g1	c107866-g1	c107866-g1	NA	NA	NA	trinity_only	c107866-g1	trinity_only
c107867-g1	c107867-g1	c107867-g1	NA	NA	NA	trinity_only	c107867-g1	trinity_only
c107868-g1	c107868-g1	c107868-g1	NA	NA	NA	trinity_only	c107868-g1	trinity_only
c107869-g1	c107869-g1	c107869-g1	NA	NA	NA	trinity_only	c107869-g1	trinity_only
c107870-g1	c107870-g1 emr1, Schizosaccharomyces pombe (strain 972 / ATCC..	Emr1*	emr1, Schizosaccharomyces pombe (strain 972 / ATCC..	NA	NA	symbol	Emr1*	Gene_short_automated
c107871-g1	c107871-g1	c107871-g1	NA	NA	NA	trinity_only	c107871-g1	trinity_only
c107872-g1	c107872-g1	c107872-g1	NA	NA	NA	trinity_only	c107872-g1	trinity_only
c107873-g1	c107873-g1	c107873-g1	NA	NA	NA	trinity_only	c107873-g1	trinity_only
c107874-g1	c107874-g1	c107874-g1	NA	NA	NA	trinity_only	c107874-g1	trinity_only
c107875-g1	c107875-g1	c107875-g1	NA	NA	NA	trinity_only	c107875-g1	trinity_only
c107876-g1	c107876-g1	c107876-g1	NA	NA	NA	trinity_only	c107876-g1	trinity_only
c107877-g1	c107877-g1	c107877-g1	NA	NA	NA	trinity_only	c107877-g1	trinity_only
c107878-g1	c107878-g1 1-to-1 NISCH nischarin	Nisch	NA	NA	NA	symbol	Nisch	Gene_short_automated
c107879-g1	c101698-g3	c101698-g3	NA	NA	NA	trinity_only	c101698-g3	Gene_short_automated
c107880-g1	c103475-g1 (Leucine-rich repeat kinase) - emapper OG	Leucine-rich repeat kinase	NA	NA	NA	description	Leucine-rich repeat kinase A	Gene_short_automated+suffix
c107881-g1	c107881-g1	c107881-g1	NA	NA	NA	trinity_only	c107881-g1	trinity_only
c107882-g1	c107882-g1	c107882-g1	NA	NA	NA	trinity_only	c107882-g1	trinity_only
c107884-g1	c107884-g1	c107884-g1	NA	NA	NA	trinity_only	c107884-g1	trinity_only
c107885-g1	c107885-g1	c107885-g1	NA	NA	NA	trinity_only	c107885-g1	trinity_only
c107886-g1	c107886-g1	c107886-g1	NA	NA	NA	trinity_only	c107886-g1	trinity_only
c107887-g1	c107887-g1	c107887-g1	NA	NA	NA	trinity_only	c107887-g1	trinity_only
c107888-g1	c107888-g1	c107888-g1	NA	NA	NA	trinity_only	c107888-g1	trinity_only
c107889-g1	c107889-g1	c107889-g1	NA	NA	NA	trinity_only	c107889-g1	trinity_only
c107890-g1	c107890-g1	c107890-g1	NA	NA	NA	trinity_only	c107890-g1	trinity_only
c107891-g1	c107891-g1	c107891-g1	NA	NA	NA	trinity_only	c107891-g1	trinity_only
c107893-g1	c107893-g1	c107893-g1	NA	NA	NA	trinity_only	c107893-g1	trinity_only
c107894-g1	c107894-g1	c107894-g1	NA	NA	NA	trinity_only	c107894-g1	trinity_only
c107895-g1	c107895-g1	c107895-g1	NA	NA	NA	trinity_only	c107895-g1	trinity_only
c107896-g1	c107896-g1	c107896-g1	NA	NA	NA	trinity_only	c107896-g1	trinity_only
c107897-g1	c107897-g1	c107897-g1	NA	NA	NA	trinity_only	c107897-g1	trinity_only
c107898-g1	c107898-g1	c107898-g1	NA	NA	NA	trinity_only	c107898-g1	trinity_only
c107899-g1	c107899-g1	c107899-g1	NA	NA	NA	trinity_only	c107899-g1	trinity_only
c107900-g1	c107900-g1	c107900-g1	NA	NA	NA	trinity_only	c107900-g1	trinity_only
c107901-g1	c107901-g1	c107901-g1	NA	NA	NA	trinity_only	c107901-g1	trinity_only
c107902-g1	c107902-g1	c107902-g1	NA	NA	NA	trinity_only	c107902-g1	trinity_only
c107903-g1	c107903-g1 CF115, Salmo salar	Cf115*	CF115, Salmo salar	NA	NA	symbol	Cf115*	Gene_short_automated
c107904-g1	c107904-g1	c107904-g1	NA	NA	NA	trinity_only	c107904-g1	trinity_only
c107905-g1	c107905-g1	c107905-g1	NA	NA	NA	trinity_only	c107905-g1	trinity_only
c107906-g1	c107906-g1	c107906-g1	NA	NA	NA	trinity_only	c107906-g1	trinity_only
c107907-g1	c107907-g1	c107907-g1	NA	NA	NA	trinity_only	c107907-g1	trinity_only
c107908-g1	c107908-g1	c107908-g1	NA	NA	NA	trinity_only	c107908-g1	trinity_only
c107909-g1	c107909-g1	c107909-g1	NA	NA	NA	trinity_only	c107909-g1	trinity_only
c107910-g1	c107910-g1 hs-SCGB2B2,IGFL1,TFF3	Scgb2b2*	hs-SCGB2B2,IGFL1,TFF3	NA	NA	symbol	Scgb2b2*	Gene_short_automated
c107911-g1	c107911-g1	c107911-g1	NA	NA	NA	trinity_only	c107911-g1	trinity_only
c107912-g1	c107912-g1	c107912-g1	NA	NA	NA	trinity_only	c107912-g1	trinity_only
c107913-g1	c107913-g1	c107913-g1	NA	NA	NA	trinity_only	c107913-g1	trinity_only
c107914-g1	c107914-g1	c107914-g1	NA	NA	NA	trinity_only	c107914-g1	trinity_only
c107915-g1	c107915-g1	c107915-g1	NA	NA	NA	trinity_only	c107915-g1	trinity_only
c107916-g1	c107916-g1	c107916-g1	NA	NA	NA	trinity_only	c107916-g1	trinity_only
c107917-g1	c107917-g1	c107917-g1	NA	NA	NA	trinity_only	c107917-g1	trinity_only
c107918-g1	c100723-g1 1-to-1 CAPN7 calpain 7	Capn7	hs-CAPN10,CAPN6	NA	NA	symbol	Capn7	Gene_short_automated
c107919-g1	c107919-g1 1-to-1 FEM1B fem-1 homolog B	Fem1b	NA	NA	NA	symbol	Fem1b	Gene_short_automated
c107920-g1	c107920-g1	c107920-g1	NA	NA	NA	trinity_only	c107920-g1	trinity_only
c107921-g1	c107921-g1 ATXN7 (ataxin 7) - blastp	Atxn7	NA	NA	NA	symbol	Atxn7	Gene_short_automated
c107922-g1	c107922-g1	c107922-g1	NA	NA	NA	trinity_only	c107922-g1	trinity_only
c107923-g1	c107923-g1 YHC1, Candida albicans (strain SC5314 / ATCC MYA-2..	Yhc1*	YHC1, Candida albicans (strain SC5314 / ATCC MYA-2..	NA	NA	symbol	Yhc1*	Gene_short_automated
c107924-g1	c107924-g1	c107924-g1	NA	NA	NA	trinity_only	c107924-g1	trinity_only
c107925-g1	c107925-g1	c107925-g1	NA	NA	NA	trinity_only	c107925-g1	trinity_only
c107926-g1	c107926-g1	c107926-g1	NA	NA	NA	trinity_only	c107926-g1	trinity_only
c107927-g1	c107927-g1	c107927-g1	NA	NA	NA	trinity_only	c107927-g1	trinity_only
c107928-g1	c107928-g1	c107928-g1	NA	NA	NA	trinity_only	c107928-g1	trinity_only
c107929-g1	c107929-g1	c107929-g1	NA	NA	NA	trinity_only	c107929-g1	trinity_only
c107930-g1	c107930-g1	c107930-g1	NA	NA	NA	trinity_only	c107930-g1	trinity_only
c107931-g1	c107931-g1	c107931-g1	NA	NA	NA	trinity_only	c107931-g1	trinity_only
c107932-g1	c107932-g1	c107932-g1	NA	NA	NA	trinity_only	c107932-g1	trinity_only
c107933-g1	c107933-g1	c107933-g1	NA	NA	NA	trinity_only	c107933-g1	trinity_only
c107934-g1	c107934-g1	c107934-g1	NA	NA	NA	trinity_only	c107934-g1	trinity_only
c107935-g1	c107935-g1	c107935-g1	NA	NA	NA	trinity_only	c107935-g1	trinity_only
c107936-g1	c107936-g1	c107936-g1	NA	NA	NA	trinity_only	c107936-g1	trinity_only
c107937-g1	c107937-g1	c107937-g1	NA	NA	NA	trinity_only	c107937-g1	trinity_only
c107938-g1	c107938-g1	c107938-g1	NA	NA	NA	trinity_only	c107938-g1	trinity_only
c107939-g1	c107939-g1	c107939-g1	NA	NA	NA	trinity_only	c107939-g1	trinity_only
c107940-g1	c107940-g1	c107940-g1	NA	NA	NA	trinity_only	c107940-g1	trinity_only
c107941-g1	c107941-g1	c107941-g1	NA	NA	NA	trinity_only	c107941-g1	trinity_only
c107942-g1	c107942-g1	c107942-g1	NA	NA	NA	trinity_only	c107942-g1	trinity_only
c107944-g1	c107944-g1	c107944-g1	NA	NA	NA	trinity_only	c107944-g1	trinity_only
c107945-g1	c107945-g1	c107945-g1	NA	NA	NA	trinity_only	c107945-g1	trinity_only
c107946-g1	c107946-g1	c107946-g1	NA	NA	NA	trinity_only	c107946-g1	trinity_only
c107947-g1	c107947-g1	c107947-g1	NA	NA	NA	trinity_only	c107947-g1	trinity_only
c107948-g1	c107948-g1	c107948-g1	NA	NA	NA	trinity_only	c107948-g1	trinity_only
c107949-g1	c107949-g1 adk, Streptomyces scabiei	Adk*	adk, Streptomyces scabiei	NA	NA	symbol	Adk*	Gene_short_automated
c107950-g1	c107950-g1	c107950-g1	NA	NA	NA	trinity_only	c107950-g1	trinity_only
c107951-g1	c107951-g1	c107951-g1	NA	NA	NA	trinity_only	c107951-g1	trinity_only
c107953-g1	c107953-g1	c107953-g1	NA	NA	NA	trinity_only	c107953-g1	trinity_only
c107954-g1	c107954-g1	c107954-g1	NA	NA	NA	trinity_only	c107954-g1	trinity_only
c107955-g1	c107955-g1 1-to-2 ERCC5,BIVM-ERCC5 ERCC excision repair 5, endonuclease	Ercc5/Bivm-ercc5	NA	NA	NA	symbol	Ercc5/Bivm-ercc5	Gene_short_automated
c107956-g1	c107956-g1	c107956-g1	NA	NA	NA	trinity_only	c107956-g1	trinity_only
c107957-g1	c107957-g1	c107957-g1	NA	NA	NA	trinity_only	c107957-g1	trinity_only
c107958-g1	c107958-g1	c107958-g1	NA	NA	NA	trinity_only	c107958-g1	trinity_only
c107959-g1	c107959-g1	c107959-g1	NA	NA	NA	trinity_only	c107959-g1	trinity_only
c107960-g1	c107960-g1	c107960-g1	NA	NA	NA	trinity_only	c107960-g1	trinity_only
c107961-g1	c107961-g1	c107961-g1	NA	NA	NA	trinity_only	c107961-g1	trinity_only
c107962-g1	c107962-g1	c107962-g1	NA	NA	NA	trinity_only	c107962-g1	trinity_only
c107963-g1	c107963-g1	c107963-g1	NA	NA	NA	trinity_only	c107963-g1	trinity_only
c107964-g1	c107964-g1	c107964-g1	NA	NA	NA	trinity_only	c107964-g1	trinity_only
c107965-g1	c107965-g1	c107965-g1	NA	NA	NA	trinity_only	c107965-g1	trinity_only
c107966-g1	c107966-g1	c107966-g1	NA	NA	NA	trinity_only	c107966-g1	trinity_only
c107968-g1	c107968-g1	c107968-g1	NA	NA	NA	trinity_only	c107968-g1	trinity_only
c107969-g1	c107969-g1	c107969-g1	NA	NA	NA	trinity_only	c107969-g1	trinity_only
c107970-g1	c107970-g1	c107970-g1	NA	NA	NA	trinity_only	c107970-g1	trinity_only
c107971-g1	c107971-g1 2-to-1 RUVBL2 RuvB like AAA ATPase 2	Ruvbl2	NA	NA	NA	symbol	Ruvbl2	Gene_short_automated
c107972-g1	c107972-g1	c107972-g1	NA	NA	NA	trinity_only	c107972-g1	trinity_only
c107973-g1	c107973-g1	c107973-g1	NA	NA	NA	trinity_only	c107973-g1	trinity_only
c107974-g1	c104539-g1 SF1 (splicing factor 1) - blastp	Sf1	hs-FUBP1,KHDRBS1,FUBP3,KHSRP,SF1,KHDC4	NA	NA	symbol	Sf1	Gene_short_automated
c107976-g1	c107976-g1	c107976-g1	NA	NA	NA	trinity_only	c107976-g1	trinity_only
c107978-g1	c107978-g1	c107978-g1	NA	NA	NA	trinity_only	c107978-g1	trinity_only
c107979-g1	c107979-g1	c107979-g1	NA	NA	NA	trinity_only	c107979-g1	trinity_only
c107980-g1	c107980-g1	c107980-g1	NA	NA	NA	trinity_only	c107980-g1	trinity_only
c107981-g1	c107981-g1	c107981-g1	NA	NA	NA	trinity_only	c107981-g1	trinity_only
c107982-g1	c107982-g1 ACT1 (Actins are highly conserved proteins that are involved in various types of cell motility and	Act1	NA	NA	NA	symbol	Act1	Gene_short_automated
c107983-g1	c107983-g1	c107983-g1	NA	NA	NA	trinity_only	c107983-g1	trinity_only
c107984-g1	c107984-g1	c107984-g1	NA	NA	NA	trinity_only	c107984-g1	trinity_only
c107986-g1	c107986-g1	c107986-g1	NA	NA	NA	trinity_only	c107986-g1	trinity_only
c107987-g1	c107987-g1	c107987-g1	NA	NA	NA	trinity_only	c107987-g1	trinity_only
c107988-g1	c107988-g1	c107988-g1	NA	NA	NA	trinity_only	c107988-g1	trinity_only
c107990-g1	c107990-g1 1-to-1 MAP1A microtubule associated protein 1A	Map1a	NA	NA	NA	symbol	Map1a	Gene_short_automated
c107991-g1	c107991-g1 ICS3, Saccharomyces cerevisiae (strain ATCC 204508..	Ics3*	ICS3, Saccharomyces cerevisiae (strain ATCC 204508..	NA	NA	symbol	Ics3*	Gene_short_automated
c107992-g1	c107992-g1	c107992-g1	NA	NA	NA	trinity_only	c107992-g1	trinity_only
c107993-g1	c107993-g1	c107993-g1	NA	NA	NA	trinity_only	c107993-g1	trinity_only
c107994-g1	c107994-g1	c107994-g1	NA	NA	NA	trinity_only	c107994-g1	trinity_only
c107995-g1	c107995-g1 hs-FAM236A,FAM236B,FAM236D,FAM236C	Fam236a*	hs-FAM236A,FAM236B,FAM236D,FAM236C	NA	NA	symbol	Fam236a*	Gene_short_automated
c107996-g1	c107996-g1	c107996-g1	NA	NA	NA	trinity_only	c107996-g1	trinity_only
c107997-g1	c107997-g1	c107997-g1	NA	NA	NA	trinity_only	c107997-g1	trinity_only
c107998-g1	c107998-g1	c107998-g1	NA	NA	NA	trinity_only	c107998-g1	trinity_only
c107999-g1	c107999-g1	c107999-g1	NA	NA	NA	trinity_only	c107999-g1	trinity_only
c108000-g1	c108000-g1	c108000-g1	NA	NA	NA	trinity_only	c108000-g1	trinity_only
c108003-g1	c108003-g1	c108003-g1	NA	NA	NA	trinity_only	c108003-g1	trinity_only
c108004-g1	c108004-g1	c108004-g1	NA	NA	NA	trinity_only	c108004-g1	trinity_only
c108006-g1	c100333-g1 (latent transforming growth factor beta binding protein 2) - emapper OG	latent transforming growth ...	hs-TNFRSF13C,TNFRSF17,SMIM28,C1orf162,EDA2R,SMIM33,C3..	NA	NA	description	latent transforming growth ... C	Gene_short_automated+suffix
c108007-g1	c108007-g1	c108007-g1	NA	NA	NA	trinity_only	c108007-g1	trinity_only
c108008-g1	c108008-g1	c108008-g1	NA	NA	NA	trinity_only	c108008-g1	trinity_only
c108009-g1	c104763-g1 1-to-6 GGTLC1,GGT5,GGT1,GGT2... gamma-glutamyltransferase light chain 1	Ggt1/2/5/Lc1	hs-GGT3P,GGT2P,GGT1,GGT5,GGT7,GGT6	NA	NA	symbol	Ggt1/2/5/Lc1	Gene_short_automated
c108010-g1	c108010-g1	c108010-g1	NA	NA	NA	trinity_only	c108010-g1	trinity_only
c108011-g1	c108011-g1	c108011-g1	NA	NA	NA	trinity_only	c108011-g1	trinity_only
c108012-g1	c108012-g1 hs-TMEM238L,VMA21,TMEM243	Tmem238l*	hs-TMEM238L,VMA21,TMEM243	NA	NA	symbol	Tmem238l*	Gene_short_automated
c108013-g1	c108013-g1 hs-RPL38	Rpl38*	hs-RPL38	NA	NA	symbol	Rpl38*	Gene_short_automated
c108014-g1	c108014-g1	c108014-g1	NA	NA	NA	trinity_only	c108014-g1	trinity_only
c108015-g1	c108015-g1	c108015-g1	NA	NA	NA	trinity_only	c108015-g1	trinity_only
c108016-g1	c108016-g1 (Protein of unknown function (DUF3626)) - emapper OG	DUF3626	NA	NA	NA	description	DUF3626	Gene_short_automated
c108017-g1	c108017-g1	c108017-g1	NA	NA	NA	trinity_only	c108017-g1	trinity_only
c108018-g1	c108018-g1 2-to-3 IQGAP1,IQGAP2,IQGAP3 IQ motif containing GTPase activating protein 1	Iqgap1/2/3	NA	NA	NA	symbol	Iqgap1/2/3	Gene_short_automated
c108019-g1	c108019-g1	c108019-g1	NA	NA	NA	trinity_only	c108019-g1	trinity_only
c108020-g1	c108020-g1	c108020-g1	NA	NA	NA	trinity_only	c108020-g1	trinity_only
c108021-g1	c108021-g1	c108021-g1	NA	NA	NA	trinity_only	c108021-g1	trinity_only
c108022-g1	c108022-g1	c108022-g1	NA	NA	NA	trinity_only	c108022-g1	trinity_only
c108023-g1	c108023-g1	c108023-g1	NA	NA	NA	trinity_only	c108023-g1	trinity_only
c108024-g1	c108024-g1	c108024-g1	NA	NA	NA	trinity_only	c108024-g1	trinity_only
c108025-g1	c108025-g1	c108025-g1	NA	NA	NA	trinity_only	c108025-g1	trinity_only
c108026-g1	c108026-g1	c108026-g1	NA	NA	NA	trinity_only	c108026-g1	trinity_only
c108027-g1	c108027-g1	c108027-g1	NA	NA	NA	trinity_only	c108027-g1	trinity_only
c108028-g1	c108028-g1	c108028-g1	NA	NA	NA	trinity_only	c108028-g1	trinity_only
c108029-g1	c108029-g1	c108029-g1	NA	NA	NA	trinity_only	c108029-g1	trinity_only
c108030-g1	c108030-g1	c108030-g1	NA	NA	NA	trinity_only	c108030-g1	trinity_only
c108031-g1	c108031-g1	c108031-g1	NA	NA	NA	trinity_only	c108031-g1	trinity_only
c108032-g1	c108032-g1	c108032-g1	NA	NA	NA	trinity_only	c108032-g1	trinity_only
c108033-g1	c108033-g1	c108033-g1	NA	NA	NA	trinity_only	c108033-g1	trinity_only
c108034-g1	c108034-g1	c108034-g1	NA	NA	NA	trinity_only	c108034-g1	trinity_only
c108035-g1	c108035-g1	c108035-g1	NA	NA	NA	trinity_only	c108035-g1	trinity_only
c108036-g1	c108036-g1	c108036-g1	NA	NA	NA	trinity_only	c108036-g1	trinity_only
c108037-g1	c108037-g1	c108037-g1	NA	NA	NA	trinity_only	c108037-g1	trinity_only
c108038-g1	c108038-g1	c108038-g1	NA	NA	NA	trinity_only	c108038-g1	trinity_only
c108039-g1	c108039-g1	c108039-g1	NA	NA	NA	trinity_only	c108039-g1	trinity_only
c108040-g1	c108040-g1	c108040-g1	NA	NA	NA	trinity_only	c108040-g1	trinity_only
c108041-g1	c108041-g1	c108041-g1	NA	NA	NA	trinity_only	c108041-g1	trinity_only
c108042-g1	c108042-g1	c108042-g1	NA	NA	NA	trinity_only	c108042-g1	trinity_only
c108043-g1	c108043-g1	c108043-g1	NA	NA	NA	trinity_only	c108043-g1	trinity_only
c108044-g1	c108044-g1	c108044-g1	NA	NA	NA	trinity_only	c108044-g1	trinity_only
c108045-g1	c108045-g1	c108045-g1	NA	NA	NA	trinity_only	c108045-g1	trinity_only
c108046-g1	c108046-g1	c108046-g1	NA	NA	NA	trinity_only	c108046-g1	trinity_only
c108047-g1	c108047-g1	c108047-g1	NA	NA	NA	trinity_only	c108047-g1	trinity_only
c108048-g1	c108048-g1	c108048-g1	NA	NA	NA	trinity_only	c108048-g1	trinity_only
c108049-g1	c108049-g1 (Inherit from euNOG: Retrotransposon protein) - emapper OG	Retrotransposon protein	NA	NA	NA	description	Retrotransposon protein	Gene_short_automated
c108050-g1	c108050-g1 1-to-1 TRMT44 tRNA methyltransferase 44 homolog (S. cerevisiae)	Trmt44	NA	NA	NA	symbol	Trmt44	Gene_short_automated
c108051-g1	c108051-g1	c108051-g1	NA	NA	NA	trinity_only	c108051-g1	trinity_only
c108052-g1	c108052-g1	c108052-g1	NA	NA	NA	trinity_only	c108052-g1	trinity_only
c108053-g1	c108053-g1	c108053-g1	NA	NA	NA	trinity_only	c108053-g1	trinity_only
c108054-g1	c108054-g1	c108054-g1	NA	NA	NA	trinity_only	c108054-g1	trinity_only
c108055-g1	c108055-g1	c108055-g1	NA	NA	NA	trinity_only	c108055-g1	trinity_only
c108056-g1	c108056-g1	c108056-g1	NA	NA	NA	trinity_only	c108056-g1	trinity_only
c108057-g1	c108057-g1	c108057-g1	NA	NA	NA	trinity_only	c108057-g1	trinity_only
c108058-g1	c108058-g1	c108058-g1	NA	NA	NA	trinity_only	c108058-g1	trinity_only
c108059-g1	c108059-g1	c108059-g1	NA	NA	NA	trinity_only	c108059-g1	trinity_only
c108060-g1	c108060-g1	c108060-g1	NA	NA	NA	trinity_only	c108060-g1	trinity_only
c108061-g1	c108061-g1	c108061-g1	NA	NA	NA	trinity_only	c108061-g1	trinity_only
c108062-g1	c108062-g1	c108062-g1	NA	NA	NA	trinity_only	c108062-g1	trinity_only
c108063-g1	c108063-g1	c108063-g1	NA	NA	NA	trinity_only	c108063-g1	trinity_only
c108064-g1	c108064-g1	c108064-g1	NA	NA	NA	trinity_only	c108064-g1	trinity_only
c108065-g1	c108065-g1	c108065-g1	NA	NA	NA	trinity_only	c108065-g1	trinity_only
c108066-g1	c108066-g1	c108066-g1	NA	NA	NA	trinity_only	c108066-g1	trinity_only
c108067-g1	c108067-g1	c108067-g1	NA	NA	NA	trinity_only	c108067-g1	trinity_only
c108068-g1	c108068-g1	c108068-g1	NA	NA	NA	trinity_only	c108068-g1	trinity_only
c108069-g1	c108069-g1	c108069-g1	NA	NA	NA	trinity_only	c108069-g1	trinity_only
c108070-g1	c108070-g1	c108070-g1	NA	NA	NA	trinity_only	c108070-g1	trinity_only
c108071-g1	c108071-g1	c108071-g1	NA	NA	NA	trinity_only	c108071-g1	trinity_only
c108072-g1	c108072-g1	c108072-g1	NA	NA	NA	trinity_only	c108072-g1	trinity_only
c108073-g1	c108073-g1	c108073-g1	NA	NA	NA	trinity_only	c108073-g1	trinity_only
c108075-g1	c108075-g1	c108075-g1	NA	NA	NA	trinity_only	c108075-g1	trinity_only
c108076-g1	c108076-g1	c108076-g1	NA	NA	NA	trinity_only	c108076-g1	trinity_only
c108077-g1	c108077-g1	c108077-g1	NA	NA	NA	trinity_only	c108077-g1	trinity_only
c108078-g1	c108078-g1	c108078-g1	NA	NA	NA	trinity_only	c108078-g1	trinity_only
c108080-g1	c108080-g1	c108080-g1	NA	NA	NA	trinity_only	c108080-g1	trinity_only
c108081-g1	c108081-g1	c108081-g1	NA	NA	NA	trinity_only	c108081-g1	trinity_only
c108082-g1	c108082-g1 hs-RHPN1-AS1	Rhpn1-as1*	hs-RHPN1-AS1	NA	NA	symbol	Rhpn1-as1*	Gene_short_automated
c108083-g1	c108083-g1	c108083-g1	NA	NA	NA	trinity_only	c108083-g1	trinity_only
c108084-g1	c108084-g1	c108084-g1	NA	NA	NA	trinity_only	c108084-g1	trinity_only
c108085-g1	c108085-g1	c108085-g1	NA	NA	NA	trinity_only	c108085-g1	trinity_only
c108086-g1	c108086-g1	c108086-g1	NA	NA	NA	trinity_only	c108086-g1	trinity_only
c108087-g1	c108087-g1	c108087-g1	NA	NA	NA	trinity_only	c108087-g1	trinity_only
c108088-g1	c108088-g1	c108088-g1	NA	NA	NA	trinity_only	c108088-g1	trinity_only
c108089-g1	c108089-g1	c108089-g1	NA	NA	NA	trinity_only	c108089-g1	trinity_only
c108090-g1	c108090-g1	c108090-g1	NA	NA	NA	trinity_only	c108090-g1	trinity_only
c108091-g1	c108091-g1	c108091-g1	NA	NA	NA	trinity_only	c108091-g1	trinity_only
c108092-g1	c108092-g1	c108092-g1	NA	NA	NA	trinity_only	c108092-g1	trinity_only
c108093-g1	c108093-g1	c108093-g1	NA	NA	NA	trinity_only	c108093-g1	trinity_only
c108094-g1	c108094-g1	c108094-g1	NA	NA	NA	trinity_only	c108094-g1	trinity_only
c108096-g1	c108096-g1	c108096-g1	NA	NA	NA	trinity_only	c108096-g1	trinity_only
c108097-g1	c104752-g3 LRRK2 (protein kinase kinase kinase) - emapper OG	Lrrk2	NA	NA	NA	symbol	Lrrk2 G	Gene_short_automated+suffix
c108098-g1	c108098-g1	c108098-g1	NA	NA	NA	trinity_only	c108098-g1	trinity_only
c108099-g1	c108099-g1	c108099-g1	NA	NA	NA	trinity_only	c108099-g1	trinity_only
c108100-g1	c108100-g1	c108100-g1	NA	NA	NA	trinity_only	c108100-g1	trinity_only
c108101-g1	c108101-g1	c108101-g1	NA	NA	NA	trinity_only	c108101-g1	trinity_only
c108102-g1	c108102-g1	c108102-g1	NA	NA	NA	trinity_only	c108102-g1	trinity_only
c108103-g1	c108103-g1	c108103-g1	NA	NA	NA	trinity_only	c108103-g1	trinity_only
c108104-g1	c108104-g1	c108104-g1	NA	NA	NA	trinity_only	c108104-g1	trinity_only
c108105-g1	c108105-g1	c108105-g1	NA	NA	NA	trinity_only	c108105-g1	trinity_only
c108106-g1	c108106-g1	c108106-g1	NA	NA	NA	trinity_only	c108106-g1	trinity_only
c108107-g1	c108107-g1	c108107-g1	NA	NA	NA	trinity_only	c108107-g1	trinity_only
c108108-g1	c108108-g1	c108108-g1	NA	NA	NA	trinity_only	c108108-g1	trinity_only
c108110-g1	c108110-g1	c108110-g1	NA	NA	NA	trinity_only	c108110-g1	trinity_only
c108111-g1	c108111-g1	c108111-g1	NA	NA	NA	trinity_only	c108111-g1	trinity_only
c108112-g1	c108112-g1	c108112-g1	NA	NA	NA	trinity_only	c108112-g1	trinity_only
c108113-g1	c108113-g1	c108113-g1	NA	NA	NA	trinity_only	c108113-g1	trinity_only
c108114-g1	c108114-g1	c108114-g1	NA	NA	NA	trinity_only	c108114-g1	trinity_only
c108115-g1	c108115-g1	c108115-g1	NA	NA	NA	trinity_only	c108115-g1	trinity_only
c108116-g1	c108116-g1	c108116-g1	NA	NA	NA	trinity_only	c108116-g1	trinity_only
c108117-g1	c108117-g1	c108117-g1	NA	NA	NA	trinity_only	c108117-g1	trinity_only
c108118-g1	c108118-g1	c108118-g1	NA	NA	NA	trinity_only	c108118-g1	trinity_only
c108119-g1	c108119-g1	c108119-g1	NA	NA	NA	trinity_only	c108119-g1	trinity_only
c10812-g1	c10812-g1 OPG067, Monkeypox virus	Opg067*	OPG067, Monkeypox virus	NA	NA	symbol	Opg067*	Gene_short_automated
c108120-g1	c108120-g1	c108120-g1	NA	NA	NA	trinity_only	c108120-g1	trinity_only
c108121-g1	c108121-g1	c108121-g1	NA	NA	NA	trinity_only	c108121-g1	trinity_only
c108122-g1	c108122-g1	c108122-g1	NA	NA	NA	trinity_only	c108122-g1	trinity_only
c108123-g1	c108123-g1	c108123-g1	NA	NA	NA	trinity_only	c108123-g1	trinity_only
c108124-g1	c108124-g1	c108124-g1	NA	NA	NA	trinity_only	c108124-g1	trinity_only
c108125-g1	c108125-g1	c108125-g1	NA	NA	NA	trinity_only	c108125-g1	trinity_only
